,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
1796,1796,California,CA,95003,Santa Cruz County,Aptos,154 McKay Rd,36.99716,-121.86028,4 Beds;3 Baths;2%557 sqft;Farm Ranch;0.54 acres lot size;Built in 1977;County: Santa Cruz;Tax Rate Code Area: 69-250;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%143%274,05/29/2008:$745%000:Sold,Year:2018;Tax:$5%813;Assessment:;Land:$233%126;Improvements:$279%753;Total:$512%879,4 Beds,3 Baths,2%557 sqft,?,Built in 1977
1797,1797,California,CA,95003,Santa Cruz County,Aptos,159 McKay Rd,36.9973,-121.85925,3 Beds;2 Baths;1%259 sqft;Single Family Home;$377/sqft;0.58 acres lot size;Built in 1972;County: Santa Cruz;Tax Rate Code Area: 69-250;5 Rooms;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$747%565,12/12/2003:$475%000:Sold;10/30/1997:$265%500:Sold,Year:2018;Tax:$5%672;Assessment:;Land:$299%898;Improvements:$199%931;Total:$499%829,3 Beds,2 Baths,1%259 sqft,$377/sqft,Built in 1972
1798,1798,California,CA,95003,Santa Cruz County,Aptos,180 Meadow Ct,36.99974,-121.84598999999999,Farm Ranch;Lot Size: 2.37 acres;Built in 1993;180+ Days on Trulia;MLS/Source ID: 717179;,$1%361%335,05/18/2008:$899%000:Posting Removed;03/04/2008:$899%000:Listed For Sale;09/07/2007:$1%565%000:Sold,Year:2018;Tax:$19%718;Assessment:;Land:$1%137%094;Improvements:$669%558;Total:$1%806%652,?,?,?,?,Built in 1993
1799,1799,California,CA,95003,Santa Cruz County,Aptos,196 Meadow Ct,37.00062,-121.8455,4 Beds;2.5 Baths;3%606 sqft;Farm Ranch;$403/sqft;1.66 acres lot size;Built in 1989;County: Santa Cruz;Tax Rate Code Area: 69-250;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%430%254,04/30/2002:$1%455%000:Sold,Year:2018;Tax:$21%617;Assessment:;Land:$1%038%686;Improvements:$943%768;Total:$1%982%454,4 Beds,2.5 Baths,3%606 sqft,$403/sqft,Built in 1989
1800,1800,California,CA,95003,Santa Cruz County,Aptos,223 Meadow Ct,37.00124,-121.84596,Single Family Home;$308/sqft;Lot Size: 1.91 acres;Built in 2000;180+ Days on Trulia;MLS/Source ID: 81301879;,$2%267%452,06/04/2013:$1%360%000:Sold;05/06/2013:$1%399%000:Posting Removed;02/28/2013:$1%399%000:Price Change:$40%000: (-3%);12/19/2012:$1%439%000:Listed For Sale;11/17/1998:$334%000:Sold;06/16/1997:$259%000:Sold,Year:2018;Tax:$16%100;Assessment:;Land:$883%125;Improvements:$588%750;Total:$1%471%875,?,?,?,$308/sqft,Built in 2000
1801,1801,California,CA,95003,Santa Cruz County,Aptos,260 Meadow Ct,37.00135,-121.84483999999999,4 Beds;4 Baths;4%947 sqft;Farm Ranch;$399/sqft;1.52 acres lot size;Built in 2000;County: Santa Cruz;Tax Rate Code Area: 69-250;Heating: Yes;Parking: Garage;Parking Spaces: 4;Units: 2;Roof: Tile;Land Use Code: Rural Residence (Agricultural);,$2%248%450,03/25/2004:$1%975%000:Sold;11/20/1997:$270%000:Sold,Year:2018;Tax:$25%159;Assessment:;Land:$788%771;Improvements:$1%516%856;Total:$2%305%627,4 Beds,4 Baths,4%947 sqft,$399/sqft,Built in 2000
1802,1802,California,CA,95003,Santa Cruz County,Aptos,276 Meadow Ct,37.00199,-121.84403999999999,Farm Ranch;$390/sqft;Lot Size: 2.38 acres;$70/monthly HOA;Built in 2005;180+ Days on Trulia;Fireplace;Garage;MLS/Source ID: ML81519543;See Virtual Tour,$2%363%404,02/02/2016:$2%150%000:Pending to Active Status;02/02/2016:$1%997%000:Sold;11/30/2015:$2%150%000:Pending;10/20/2015:$2%150%000:Listed For Sale;07/10/2015:$1%479%000:Posting Removed;07/10/2015:$1%485%000:Sold;06/29/2015:$1%479%000:Pending;04/29/2015:$1%479%000:Listed For Sale;08/22/2014:$1%675%000:Posting Removed;06/11/2014:$1%675%000:Price Change:$63%000: (-4%);04/03/2014:$1%738%000:Listed For Sale;12/15/1998:$335%000:Sold,Year:2018;Tax:$22%722;Assessment:;Land:$1%130%915;Improvements:$946%764;Total:$2%077%679,?,?,?,$390/sqft,Built in 2005
1803,1803,California,CA,95003,Santa Cruz County,Aptos,236 Meadow Rd,36.99738,-121.84963,Farm Ranch;$425/sqft;Lot Size: 1.9 acres;$50/monthly HOA;Built in 1988;Detached Single Family% 2 Stories% Mediterranean Architecture;MLS/Source ID: 81317539;,$1%425%499,07/19/2013:$1%525%000:Sold;06/22/2013:$1%525%000:Posting Removed;05/25/2013:$1%525%000:Pending;05/22/2013:$1%525%000:Listed For Sale;07/16/2004:$1%239%000:Sold,Year:2018;Tax:$18%025;Assessment:;Land:$821%495;Improvements:$821%495;Total:$1%642%990,?,?,?,$425/sqft,Built in 1988
1804,1804,California,CA,95003,Santa Cruz County,Aptos,425 Meadow Rd,36.99966,-121.84951000000001,3 Beds;3 Baths;2%690 sqft;Farm Ranch;$316/sqft;1.66 acres lot size;Built in 1988;County: Santa Cruz;Tax Rate Code Area: 69-250;Units: 1;Land Use Code: Rural Residence (Agricultural);,$1%248%005,05/28/2002:$850%000:Sold,Year:2018;Tax:$12%120;Assessment:;Land:$584%261;Improvements:$519%343;Total:$1%103%604,3 Beds,3 Baths,2%690 sqft,$316/sqft,Built in 1988
1805,1805,California,CA,95003,Santa Cruz County,Aptos,530 Meadow Rd,37.00075,-121.84705,Farm Ranch;$333/sqft;Lot Size: 1.5 acres;Built in 1991;Foundation Type: Concrete Perimeter;Roof: Composition;MLS/Source ID: ML80940691;,$1%437%789,08/21/2009:$1%115%000:Sold;07/24/2008:$1%395%000:Posting Removed;07/13/2008:$1%395%000:Price Change:$100%000: (-7%);06/19/2008:$1%495%000:Price Change:$100%000: (-6%);03/27/2008:$1%595%000:Listed For Sale,Year:2018;Tax:$13%864;Assessment:;Land:$635%300;Improvements:$629%627;Total:$1%264%927,?,?,?,$333/sqft,Built in 1991
1806,1806,California,CA,95003,Santa Cruz County,Aptos,573 Meadow Rd,37.000820000000004,-121.84818,Farm Ranch;$432/sqft;Lot Size: 2.1 acres;$60/monthly HOA;Built in 1989;180+ Days on Trulia;Skylight;Vaulted Ceiling;Double Paned Windows;Security System;Ranch Architecture;Roof: Composition Shingle;Waterfront;MLS/Source ID: ML81596922;See Virtual Tour,$1%391%513,12/15/2016:$1%350%000:Posting Removed;12/15/2016:$1%290%000:Sold;07/25/2016:$1%350%000:Listed For Sale,Year:2018;Tax:$14%489;Assessment:;Land:$805%800;Improvements:$510%000;Total:$1%315%800,?,?,?,$432/sqft,Built in 1989
1807,1807,California,CA,95003,Santa Cruz County,Aptos,628 Meadow Rd,37.00185,-121.84669,4 Beds;4 Baths;4%527 sqft;Farm Ranch;$398/sqft;1.81 acres lot size;Built in 1990;County: Santa Cruz;Tax Rate Code Area: 69-250;8 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 3;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%868%582,04/23/2007:$1%800%000:Sold;08/16/2000:$1%700%000:Sold;03/07/1997:$830%000:Sold,Year:2018;Tax:$19%284;Assessment:;Land:$788%767;Improvements:$970%790;Total:$1%759%557,4 Beds,4 Baths,4%527 sqft,$398/sqft,Built in 1990
1808,1808,California,CA,95003,Santa Cruz County,Aptos,735 Meadow Rd,37.00359,-121.84803000000001,Farm Ranch;$356/sqft;Lot Size: 1.92 acres;Built in 1989;180+ Days on Trulia;Parking: Attached Electric Door Or Gate Opener Guest Parking Off Street Parking 3 Or More Car Garage;Detached Single Family% 2 Stories% Traditional Architecture;MLS/Source ID: 81028848;,$1%527%883,11/30/2010:$1%231%000:Sold;10/17/2010:$1%345%000:Posting Removed;06/11/2010:$1%495%000:Listed For Sale;06/30/1994:$630%000:Sold,Year:2018;Tax:$15%249;Assessment:;Land:$619%292;Improvements:$766%796;Total:$1%386%088,?,?,?,$356/sqft,Built in 1989
1809,1809,California,CA,95003,Santa Cruz County,Aptos,830 Meadow Rd,37.00394,-121.84629,3 Beds;2.5 Baths;3%324 sqft;Farm Ranch;$233/sqft;1.64 acres lot size;Built in 1989;County: Santa Cruz;Tax Rate Code Area: 69-250;Heating: Central;Parking: Garage;Parking Spaces: 3;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Rural Residence (Agricultural);,$1%401%839,10/13/1999:$775%000:Sold;12/06/1996:$620%000:Sold,Year:2018;Tax:$11%508;Assessment:;Land:$506%555;Improvements:$540%325;Total:$1%046%880,3 Beds,2.5 Baths,3%324 sqft,$233/sqft,Built in 1989
1810,1810,California,CA,95003,Santa Cruz County,Aptos,831 Meadow Rd,37.0042,-121.8476,5 Beds;4 Baths;5%144 sqft;Farm Ranch;$105/sqft;1.82 acres lot size;Built in 2004;County: Santa Cruz;Tax Rate Code Area: 69-250;11 Rooms;Heating: Yes;Parking: Garage;Parking Spaces: 3;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$2%144%983,07/10/2001:$540%000:Sold;12/30/1999:$450%000:Sold;02/17/1995:$206%500:Sold,Year:2018;Tax:$22%028;Assessment:;Land:$673%487;Improvements:$1%346%971;Total:$2%020%458,5 Beds,4 Baths,5%144 sqft,$105/sqft,Built in 2004
1811,1811,California,CA,95003,Santa Cruz County,Aptos,901 Meadow Rd,37.00504,-121.84687,Farm Ranch;Lot Size: 1.75 acres;Built in 1989;,$1%433%934,03/24/2010:$1%350%000:Posting Removed;02/12/2010:$1%280%000:Sold;01/06/2010:$1%350%000:Price Change:$100%000: (-7%);12/07/2009:$1%450%000:Price Change:$75%000: (-5%);11/10/2009:$1%525%000:Price Change:$70%000: (-4%);10/16/2009:$1%595%000:Listed For Sale;09/07/1995:$679%000:Sold;03/15/1994:$590%000:Sold,Year:2018;Tax:$15%962;Assessment:;Land:$731%729;Improvements:$720%385;Total:$1%452%114,?,?,?,?,Built in 1989
1812,1812,California,CA,95003,Santa Cruz County,Aptos,912 Meadow Rd,37.00462,-121.84563,5 Beds;5 Baths;6%209 sqft;Farm Ranch;$159/sqft;3.09 acres lot size;Built in 1989;County: Santa Cruz;Tax Rate Code Area: 69-250;Heating: Central;Parking: Garage;Parking Spaces: 4;Units: 1;Roof: Tile;Land Use Code: Rural Residence (Agricultural);,$2%271%861,03/02/1998:$985%000:Sold,Year:2018;Tax:$15%132;Assessment:;Land:$491%177;Improvements:$891%134;Total:$1%382%311,5 Beds,5 Baths,6%209 sqft,$159/sqft,Built in 1989
1813,1813,California,CA,95003,Santa Cruz County,Aptos,215 Meadowlark Ln,36.97275,-121.89391,Single Family Home;$492/sqft;Lot Size: 7%492 sqft;Built in 1974;180+ Days on Trulia;Heating: Gas;Garage;MLS/Source ID: 81341345;,$909%635,07/08/1994:$241%500:Sold,Year:2018;Tax:$4%772;Assessment:;Land:$206%677;Improvements:$149%544;Total:$356%221,?,?,?,$492/sqft,Built in 1974
1814,1814,California,CA,95003,Santa Cruz County,Aptos,235 Meadowlark Ln,36.972359999999995,-121.89397,3 Beds;2 Baths;1%852 sqft;Single Family Home;$197/sqft;9%060 sqft lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 69-270;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%022%412,03/19/1998:$365%000:Sold;12/03/1993:$310%000:Sold,Year:2018;Tax:$6%457;Assessment:;Land:$322%771;Improvements:$189%452;Total:$512%223,3 Beds,2 Baths,1%852 sqft,$197/sqft,Built in 1974
1815,1815,California,CA,95003,Santa Cruz County,Aptos,250 Meadowlark Ln,36.97165,-121.89428999999998,Single Family Home;$403/sqft;Lot Size: 0.3 acres;Built in 1976;MLS/Source ID: 81426326;,$909%399,08/28/2014:$589%000:Posting Removed;08/28/2014:$649%000:Sold;07/22/2014:$589%000:Listed For Sale,Year:2018;Tax:$8%330;Assessment:;Land:$548%413;Improvements:$137%103;Total:$685%516,?,?,?,$403/sqft,Built in 1976
1816,1816,California,CA,95003,Santa Cruz County,Aptos,271 Meadowlark Ln,36.97215,-121.89347,3 Beds;2 Baths;1%788 sqft;Single Family Home;$355/sqft;10%498 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 69-270;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%000%445,02/28/2001:$635%000:Sold,Year:2018;Tax:$10%085;Assessment:;Land:$504%567;Improvements:$336%380;Total:$840%947,3 Beds,2 Baths,1%788 sqft,$355/sqft,Built in 1976
1817,1817,California,CA,95003,Santa Cruz County,Aptos,295 Meadowlark Ln,36.97152,-121.89338000000001,4 Beds;2 Baths;2%126 sqft;Single Family Home;$139/sqft;7%928 sqft lot size;Built in 1975;County: Santa Cruz;Tax Rate Code Area: 69-270;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Contemporary;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%067%645,12/03/1996:$296%000:Sold,Year:2018;Tax:$5%501;Assessment:;Land:$211%851;Improvements:$211%851;Total:$423%702,4 Beds,2 Baths,2%126 sqft,$139/sqft,Built in 1975
1818,1818,California,CA,95003,Santa Cruz County,Aptos,303 Meadowlark Ln,36.97129,-121.89336999999999,3 Beds;2 Baths;1%564 sqft;Single Family Home;$178/sqft;8%189 sqft lot size;Built in 1975;County: Santa Cruz;Tax Rate Code Area: 69-270;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$971%505,08/02/1995:$278%000:Sold,Year:2018;Tax:$5%308;Assessment:;Land:$233%610;Improvements:$172%288;Total:$405%898,3 Beds,2 Baths,1%564 sqft,$178/sqft,Built in 1975
1819,1819,California,CA,95003,Santa Cruz County,Aptos,114 Meredith Ct,36.9758,-121.87382,Single Family Home;$414/sqft;Lot Size: 0.31 acres;Built in 1966;180+ Days on Trulia;MLS/Source ID: ML81549444;,$836%276,03/30/2016:$740%000:Sold;02/26/2016:$739%000:Posting Removed;02/07/2016:$739%000:Pending;02/04/2016:$699%000:Listed For Sale;02/29/2008:$601%000:Sold;01/31/2006:$814%500:Sold;08/03/2005:$715%000:Sold,Year:2018;Tax:$8%537;Assessment:;Land:$577%422;Improvements:$192%474;Total:$769%896,?,?,?,$414/sqft,Built in 1966
1820,1820,California,CA,95003,Santa Cruz County,Aptos,3201 Merrill Rd #1,36.99074,-121.93336000000001,2 Beds;1 Bath;Single Family Home;1.26 acres lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 2;Units: 2;Roof: Tile;Land Use Code: Single Family Residential;,$1%387%291,09/29/1995:$663%000:Sold,Year:2018;Tax:$10%413;Assessment:;Land:$540%914;Improvements:$1%379%883;Total:$1%920%797,2 Beds,?,?,?,Built in 1950
1821,1821,California,CA,95003,Santa Cruz County,Aptos,3410 Merrill Rd,36.992340000000006,-121.93243999999999,Single Family Home;$381/sqft;Lot Size: 0.43 acres;Built in 2001;180+ Days on Trulia;Heating: Forced Air;Fireplace;Roof: Tile;MLS/Source ID: ML81677669;See Virtual Tour,$1%758%054,12/19/2017:$1%295%000:Posting Removed;12/18/2017:$1%295%000:Sold;11/16/2017:$1%295%000:Pending;10/24/2017:$1%295%000:Pending to Active Status;10/12/2017:$1%295%000:Pending;09/13/2017:$1%295%000:Listed For Sale,Year:2018;Tax:$15%431;Assessment:;Land:$777%000;Improvements:$518%000;Total:$1%295%000,?,?,?,$381/sqft,Built in 2001
1822,1822,California,CA,95003,Santa Cruz County,Aptos,3435 Merrill Rd,36.993140000000004,-121.93313,4 Beds;3 Baths;5%123 sqft;Farm Ranch;$133/sqft;1.67 acres lot size;Built in 2012;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 4;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$2%013%816,04/19/2011:$680%000:Sold;06/17/2004:$890%000:Sold;01/14/1999:$400%000:Sold,Year:2018;Tax:$14%947;Assessment:;Land:$339%108;Improvements:$914%771;Total:$1%253%879,4 Beds,3 Baths,5%123 sqft,$133/sqft,Built in 2012
1823,1823,California,CA,95003,Santa Cruz County,Aptos,3500 Merrill Rd,36.99419,-121.93238000000001,4 Beds;3.5 Baths;2%626 sqft;Single Family Home;$308/sqft;2.26 acres lot size;Built in 2005;County: Santa Cruz;Tax Rate Code Area: 96-111;Heating: Central;Parking: Garage;Parking Spaces: 4;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%471%757,02/18/1999:$810%000:Sold,Year:2018;Tax:$19%449;Assessment:;Land:$964%481;Improvements:$769%353;Total:$1%733%834,4 Beds,3.5 Baths,2%626 sqft,$308/sqft,Built in 2005
1824,1824,California,CA,95003,Santa Cruz County,Aptos,185 Merry Ln,36.99537,-121.854,Single Family Home;$41/sqft;Lot Size: 0.36 acres;Built in 1965;180+ Days on Trulia;MLS/Source ID: 81413342;See Virtual Tour,$702%111,05/06/2014:$639%500:Sold;05/01/2014:$639%500:Posting Removed;04/29/2014:$639%500:Pending;04/23/2014:$639%500:Listed For Sale;05/16/2002:$501%500:Sold,Year:2018;Tax:$7%640;Assessment:;Land:$413%387;Improvements:$275%591;Total:$688%978,?,?,?,?,Built in 1965
1825,1825,California,CA,95003,Santa Cruz County,Aptos,7024 Mesa Ct,36.987829999999995,-121.9178,4 Beds;2.5 Baths;2%282 sqft;Single Family Home;$274/sqft;0.26 acres lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Tile;Land Use Code: Single Family Residential;,$1%091%217,04/07/2003:$625%000:Sold,Year:2018;Tax:$9%508;Assessment:;Land:$426%422;Improvements:$369%140;Total:$795%562,4 Beds,2.5 Baths,2%282 sqft,$274/sqft,Built in 1976
1826,1826,California,CA,95003,Santa Cruz County,Aptos,7030 Mesa Ct,36.98772,-121.91808,Single Family Home;$461/sqft;Lot Size: 0.26 acres;Built in 1971;180+ Days on Trulia;MLS/Source ID: ML81469463;See Virtual Tour,$927%732,08/23/2007:$975%000:Sold;01/26/2006:$1%050%000:Sold;10/24/2000:$673%000:Sold,Year:2018;Tax:$13%074;Assessment:;Land:$721%507;Improvements:$404%044;Total:$1%125%551,?,?,?,$461/sqft,Built in 1971
1827,1827,California,CA,95003,Santa Cruz County,Aptos,7046 Mesa Ct,36.987970000000004,-121.9171,5 Beds;3.5 Baths;4%666 sqft;Single Family Home;$285/sqft;0.3 acres lot size;Built in 2015;County: Santa Cruz;Tax Rate Code Area: 69-273;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$2%092%420,03/19/2015:$1%330%000:Sold;11/20/2014:$275%000:Sold;04/12/2013:$299%000:Sold,Year:2018;Tax:$16%027;Assessment:;Land:$561%934;Improvements:$842%900;Total:$1%404%834,5 Beds,3.5 Baths,4%666 sqft,$285/sqft,Built in 2015
1828,1828,California,CA,95003,Santa Cruz County,Aptos,7000 Mesa Dr,36.988,-121.91758,2 Beds;2.5 Baths;2%630 sqft;Single Family Home;$257/sqft;0.31 acres lot size;Built in 1972;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%278%314,06/20/2013:$675%000:Sold,Year:2018;Tax:$8%881;Assessment:;Land:$383%445;Improvements:$347%081;Total:$730%526,2 Beds,2.5 Baths,2%630 sqft,$257/sqft,Built in 1972
1829,1829,California,CA,95003,Santa Cruz County,Aptos,7015 Mesa Dr,36.98838,-121.91747,Single Family Home;$395/sqft;Lot Size: 0.35 acres;Built in 1975;180+ Days on Trulia;7 Rooms;Rooms: Dining Room;Heating: Forced Air;Air Conditioning;Floors: Laminate;Fireplace;Garage;Parking Spaces: 2;Roof: Composition;Year Updated: 1975;Deck;MLS/Source ID: ML81713802;See Virtual Tour,$810%000,09/28/2018:$810%000:Sold,Year:2018;Tax:$2%161;Assessment:;Land:$21%451;Improvements:$87%188;Total:$108%639,?,?,?,$395/sqft,Built in 1975
1830,1830,California,CA,95003,Santa Cruz County,Aptos,7049 Mesa Dr,36.98837,-121.91676000000001,Single Family Home;Lot Size: 10%498 sqft;Built in 1972;MLS/Source ID: HM_673324;,$986%467,03/17/2014:$693%000:Sold;08/11/2000:$482%000:Sold;07/22/1998:$359%000:Sold,Year:2018;Tax:$8%979;Assessment:;Land:$485%301;Improvements:$261%316;Total:$746%617,?,?,?,?,Built in 1972
1831,1831,California,CA,95003,Santa Cruz County,Aptos,7051 Mesa Dr,36.98835,-121.91641000000001,3 Beds;3 Baths;2%631 sqft;Single Family Home;$454/sqft;0.28 acres lot size;Built in 1964;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%184%813,06/01/2006:$1%194%000:Sold;09/04/1996:$262%500:Sold,Year:2018;Tax:$15%502;Assessment:;Land:$810%185;Improvements:$540%118;Total:$1%350%303,3 Beds,3 Baths,2%631 sqft,$454/sqft,Built in 1964
1832,1832,California,CA,95003,Santa Cruz County,Aptos,7062 Mesa Dr,36.9879,-121.91676000000001,Single Family Home;$410/sqft;Lot Size: 0.26 acres;Built in 1949;Detached% Single Family Home% Ranch Architecture;MLS/Source ID: ML81434657;,$1%158%379,12/25/2014:$989%500:Posting Removed;12/22/2014:$985%000:Sold;11/27/2014:$989%500:Pending;10/30/2014:$989%500:Price Change:$55%500: (-5%);09/24/2014:$1%045%000:Listed For Sale;07/06/2011:$745%000:Posting Removed;06/04/2011:$745%000:Price Change:$84%000: (-10%);05/07/2011:$829%000:Listed For Sale;10/18/2010:$555%000:Sold;03/29/2010:$711%192:Sold;06/16/2006:$899%000:Sold;12/05/2003:$769%000:Sold,Year:2018;Tax:$12%224;Assessment:;Land:$696%607;Improvements:$343%286;Total:$1%039%893,?,?,?,$410/sqft,Built in 1949
1833,1833,California,CA,95003,Santa Cruz County,Aptos,7066 Mesa Dr,36.988026500000004,-121.9169051,3 Beds;3 Baths;2%315 sqft;Single Family Home;$53/sqft;0.53 acres lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$1%023%887,02/15/1995:$123%500:Sold,Year:2018;Tax:$6%293;Assessment:;Land:$182%315;Improvements:$315%696;Total:$498%011,3 Beds,3 Baths,2%315 sqft,?,Built in 1996
1834,1834,California,CA,95003,Santa Cruz County,Aptos,7075 Mesa Dr,36.98834,-121.91565,Single Family Home;$304/sqft;Lot Size: 0.64 acres;Built in 1992;Detached Single Family% 2 Stories% Traditional Architecture;MLS/Source ID: 81307647;,$1%699%119,01/03/2014:$100%000:Sold;06/22/2013:$1%049%000:Posting Removed;06/21/2013:$990%000:Sold;06/05/2013:$1%049%000:Pending;05/25/2013:$1%049%000:Price Change:$50%000: (-5%);05/10/2013:$1%099%000:Pending to Active Status;05/08/2013:$1%099%000:Pending;03/13/2013:$1%099%000:Listed For Sale,Year:2018;Tax:$12%565;Assessment:;Land:$642%863;Improvements:$428%576;Total:$1%071%439,?,?,?,$304/sqft,Built in 1992
